sourceTaxonName,targetTaxonName,interactionTypeName,sourceTaxonPhylumName,targetTaxonPhylumName
Coronavirus PREDICT CoV-24,Cynopterus brachyotis,hasHost,Pisuviricota,Chordata
Coronavirus PREDICT CoV-24,Cynopterus brachyotis,hasHost,Pisuviricota,Chordata
Coronavirus PREDICT CoV-24,Cynopterus brachyotis,hasHost,Pisuviricota,Chordata
Coronavirus PREDICT CoV-24,Cynopterus brachyotis,hasHost,Pisuviricota,Chordata
Coronavirus PREDICT CoV-24,Cynopterus sphinx,hasHost,Pisuviricota,Chordata
Coronavirus PREDICT CoV-24,Cynopterus sphinx,hasHost,Pisuviricota,Chordata
Bat coronavirus Mr/Shanxi2011,Myotis ricketti,hasHost,Pisuviricota,Chordata
Rousettus bat coronavirus HKU9,Rousettus amplexicaudatus,hasHost,Pisuviricota,Chordata
Rousettus bat coronavirus HKU9,Rousettus amplexicaudatus,hasHost,Pisuviricota,Chordata
Rousettus bat coronavirus HKU9,Eonycteris spelaea,hasHost,Pisuviricota,Chordata
Rousettus bat coronavirus HKU9,Eonycteris spelaea,hasHost,Pisuviricota,Chordata
Rousettus bat coronavirus HKU9,Rousettus amplexicaudatus,hasHost,Pisuviricota,Chordata
Rousettus bat coronavirus HKU9,Rousettus leschenaultii,hasHost,Pisuviricota,Chordata
Rousettus bat coronavirus HKU9,Eonycteris spelaea,hasHost,Pisuviricota,Chordata
Scotophilus bat coronavirus 512,Scotophilus kuhlii,hasHost,Pisuviricota,Chordata
Scotophilus bat coronavirus 512,Scotophilus kuhlii,hasHost,Pisuviricota,Chordata
Scotophilus bat coronavirus 512,Scotophilus kuhlii,hasHost,Pisuviricota,Chordata
Scotophilus bat coronavirus 512,Scotophilus kuhlii,hasHost,Pisuviricota,Chordata
Bat coronavirus ANK081F,Pteropus rufus,hasHost,Pisuviricota,Chordata
Bat coronavirus BEM077F,Pteropus rufus,hasHost,Pisuviricota,Chordata
Bat coronavirus BEM074F,Pteropus rufus,hasHost,Pisuviricota,Chordata
Bat coronavirus BEM073F,Pteropus rufus,hasHost,Pisuviricota,Chordata
Bat coronavirus BEM070F,Pteropus rufus,hasHost,Pisuviricota,Chordata
Bat coronavirus MAH058F,Pteropus rufus,hasHost,Pisuviricota,Chordata
Bat coronavirus MAH056F,Pteropus rufus,hasHost,Pisuviricota,Chordata
Bat coronavirus MAH051F,Eidolon dupreanum,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus/BtKY56/BtKY55,Micropteropus pusillus,hasHost,Pisuviricota,Chordata
Alphacoronavirus Trinidad/1FY2BA/2007,Carollia perspicillata,hasHost,Pisuviricota,Chordata
Alphacoronavirus Trinidad/1FY2BA/2007,Carollia perspicillata,hasHost,Pisuviricota,Chordata
coronavirus Mex_CoV-11b,Dermanura phaeotis,hasHost,Pisuviricota,Chordata
Bat coronavirus 1,Miniopterus fuliginosus,hasHost,Pisuviricota,Chordata
Bat coronavirus 1,Miniopterus fuliginosus,hasHost,Pisuviricota,Chordata
Bat coronavirus 1,Miniopterus fuliginosus,hasHost,Pisuviricota,Chordata
Bat coronavirus 1,Miniopterus fuliginosus,hasHost,Pisuviricota,Chordata
Coronavirus PREDICT CoV-37,Myotis ricketti,hasHost,Pisuviricota,Chordata
Bat coronavirus HKU6,Myotis ricketti,hasHost,Pisuviricota,Chordata
Coronavirus PREDICT CoV-37,Myotis ricketti,hasHost,Pisuviricota,Chordata
Alphacoronavirus Trinidad/1FY2BA/2007,Carollia perspicillata,hasHost,Pisuviricota,Chordata
Alphacoronavirus Trinidad/1FY2BA/2007,Carollia perspicillata,hasHost,Pisuviricota,Chordata
Coronavirus PREDICT CoV-40,Sturnira erythromos,hasHost,Pisuviricota,Chordata
Alphacoronavirus Trinidad/1FY2BA/2007,Carollia perspicillata,hasHost,Pisuviricota,Chordata
Alphacoronavirus Trinidad/1FY2BA/2007,Carollia perspicillata,hasHost,Pisuviricota,Chordata
Coronavirus PREDICT CoV-24,Cynopterus brachyotis,hasHost,Pisuviricota,Chordata
Rousettus bat coronavirus HKU9,Rousettus,hasHost,Pisuviricota,Chordata
Coronavirus PREDICT CoV-22,Eonycteris spelaea,hasHost,Pisuviricota,Chordata
Rousettus bat coronavirus HKU9,Rousettus,hasHost,Pisuviricota,Chordata
Rousettus bat coronavirus HKU9,Rousettus,hasHost,Pisuviricota,Chordata
Rousettus bat coronavirus HKU9,Rousettus,hasHost,Pisuviricota,Chordata
Rousettus bat coronavirus HKU9,Rousettus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Molossus molossus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Glossophaga soricina,hasHost,Pisuviricota,Chordata
Alphacoronavirus Bat-CoV/P.kuhlii/Italy/206645-41/2011,Pipistrellus kuhlii,hasHost,Pisuviricota,Chordata
Middle East respiratory syndrome-related coronavirus,Pipistrellus kuhlii,hasHost,Pisuviricota,Chordata
Middle East respiratory syndrome-related coronavirus,Hypsugo savii,hasHost,Pisuviricota,Chordata
Bat betacoronavirus,Eidolon helvum,hasHost,Pisuviricota,Chordata
Bat betacoronavirus,Eidolon helvum,hasHost,Pisuviricota,Chordata
Bat betacoronavirus,Eidolon helvum,hasHost,Pisuviricota,Chordata
Bat betacoronavirus,Eidolon helvum,hasHost,Pisuviricota,Chordata
Bat betacoronavirus,Eidolon helvum,hasHost,Pisuviricota,Chordata
Bat betacoronavirus,Eidolon helvum,hasHost,Pisuviricota,Chordata
Bat coronavirus Car.per/1516/BRA/2011,Carollia perspicillata,hasHost,Pisuviricota,Chordata
Bat coronavirus Car.per/1514/BRA/2011,Carollia perspicillata,hasHost,Pisuviricota,Chordata
Bat coronavirus Art.lit/2064/BRA/2011,Artibeus lituratus,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros abae,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros abae,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros,hasHost,Pisuviricota,Chordata
Bat coronavirus,Eidolon helvum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Eidolon helvum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Eidolon helvum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Eidolon helvum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Eidolon helvum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Eidolon helvum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Eidolon helvum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Eidolon helvum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Eidolon helvum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Eidolon helvum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Eidolon helvum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Eidolon helvum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Eidolon helvum,hasHost,Pisuviricota,Chordata
Bat coronavirus,Eidolon helvum,hasHost,Pisuviricota,Chordata
Alphacoronavirus TadaridaM4,Tadarida,hasHost,Pisuviricota,Chordata
Miniopterus bat coronavirus 1,Miniopterus fuliginosus,hasHost,Pisuviricota,Chordata
Myotis daubentonii coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Myotis daubentonii coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Myotis davidii coronavirus,Myotis davidii,hasHost,Pisuviricota,Chordata
Myotis davidii coronavirus,Myotis davidii,hasHost,Pisuviricota,Chordata
Myotis davidii coronavirus,Myotis davidii,hasHost,Pisuviricota,Chordata
Myotis davidii coronavirus,Myotis davidii,hasHost,Pisuviricota,Chordata
Myotis davidii coronavirus,Myotis davidii,hasHost,Pisuviricota,Chordata
Myotis davidii coronavirus,Myotis davidii,hasHost,Pisuviricota,Chordata
Myotis davidii coronavirus,Myotis davidii,hasHost,Pisuviricota,Chordata
Myotis davidii coronavirus,Myotis davidii,hasHost,Pisuviricota,Chordata
Myotis davidii coronavirus,Myotis davidii,hasHost,Pisuviricota,Chordata
Myotis davidii coronavirus,Myotis davidii,hasHost,Pisuviricota,Chordata
Myotis davidii coronavirus,Myotis davidii,hasHost,Pisuviricota,Chordata
Rhinolophus hipposideros coronavirus,Rhinolophus hipposideros,hasHost,Pisuviricota,Chordata
Rhinolophus ferrumequinum coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Rhinolophus ferrumequinum coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Rhinolophus ferrumequinum coronavirus,Rhinolophus ferrumequinum,hasHost,Pisuviricota,Chordata
Myotis daubentonii coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Myotis daubentonii coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Myotis daubentonii coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Myotis daubentonii coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Myotis daubentonii coronavirus,Myotis daubentonii,hasHost,Pisuviricota,Chordata
Betacoronavirus Rhinolophus hipposideros/Italy/196814/2011,Rhinolophus hipposideros,hasHost,Pisuviricota,Chordata
Betacoronavirus Pipistrellus kuhlii/Italy/206645-63/2011,Pipistrellus kuhlii,hasHost,Pisuviricota,Chordata
Betacoronavirus Pipistrellus kuhlii/Italy/206645-54/2011,Pipistrellus kuhlii,hasHost,Pisuviricota,Chordata
Betacoronavirus Pipistrellus kuhlii/Italy/206645-53/2011,Pipistrellus kuhlii,hasHost,Pisuviricota,Chordata
Betacoronavirus Pipistrellus kuhlii/Italy/206645-29/2011,Pipistrellus kuhlii,hasHost,Pisuviricota,Chordata
Betacoronavirus Pipistrellus kuhlii/Italy/206645-27/2011,Pipistrellus kuhlii,hasHost,Pisuviricota,Chordata
Betacoronavirus Pipistrellus kuhlii/Italy/206645-3/2011,Pipistrellus kuhlii,hasHost,Pisuviricota,Chordata
Betacoronavirus H.sav/Italy/206645-40/2011,Hypsugo savii,hasHost,Pisuviricota,Chordata
Middle East respiratory syndrome-related coronavirus,Neoromicia capensis,hasHost,Pisuviricota,Chordata
Bat coronavirus BtCoV/UKR-G17/Pip_nat/UKR/2011,Pipistrellus nathusii,hasHost,Pisuviricota,Chordata
Betacoronavirus BtCoV/KW2E-F53/Nyc_spec/GHA/2011,Nycteris,hasHost,Pisuviricota,Chordata
Betacoronavirus BtCoV/KW2E-F93/Nyc_spec/GHA/2010,Nycteris,hasHost,Pisuviricota,Chordata
Betacoronavirus BtCoV/KW2E-F82/Nyc_spec/GHA/2011,Nycteris,hasHost,Pisuviricota,Chordata
Coronavirus BCoV/PB675/Art_lit/PAN/2011,Artibeus lituratus,hasHost,Pisuviricota,Chordata
Coronavirus BtCoV/KP817/Phy_dis/PAN/2011,Phyllostomus discolor,hasHost,Pisuviricota,Chordata
Coronavirus BtCoV/KP816/Phy_dis/PAN/2011,Phyllostomus discolor,hasHost,Pisuviricota,Chordata
Coronavirus BtCoV/OCR11/Pte_par/CRC/2011,Pteronotus parnellii,hasHost,Pisuviricota,Chordata
Coronavirus BtCoV/KCR370/Pte_par/CRC/2011,Pteronotus parnellii,hasHost,Pisuviricota,Chordata
Mops bat coronavirus/South Africa/1364/2011,Mops midas,hasHost,Pisuviricota,Chordata
Bat coronavirus,Cynopterus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Eonycteris spelaea,hasHost,Pisuviricota,Chordata
Bat coronavirus,Eonycteris spelaea,hasHost,Pisuviricota,Chordata
Bat coronavirus,Cynopterus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Eonycteris spelaea,hasHost,Pisuviricota,Chordata
Bat coronavirus,Cynopterus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Cynopterus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Cynopterus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Cynopterus sphinx,hasHost,Pisuviricota,Chordata
Bat coronavirus,Eonycteris spelaea,hasHost,Pisuviricota,Chordata
Bat coronavirus 1,Miniopterus fuliginosus,hasHost,Pisuviricota,Chordata
Bat coronavirus 1,Miniopterus fuliginosus,hasHost,Pisuviricota,Chordata
Coronavirus PREDICT CoV-39,Rhinolophus affinis,hasHost,Pisuviricota,Chordata
Coronavirus PREDICT CoV-39,Rhinolophus affinis,hasHost,Pisuviricota,Chordata
Bat coronavirus 1,Miniopterus fuliginosus,hasHost,Pisuviricota,Chordata
Bat coronavirus 1,Miniopterus fuliginosus,hasHost,Pisuviricota,Chordata
Bat coronavirus 1,Miniopterus fuliginosus,hasHost,Pisuviricota,Chordata
Bat coronavirus 1,Miniopterus fuliginosus,hasHost,Pisuviricota,Chordata
Bat coronavirus 1,Miniopterus fuliginosus,hasHost,Pisuviricota,Chordata
Coronavirus PREDICT CoV-25,Rhinolophus shameli,hasHost,Pisuviricota,Chordata
Coronavirus PREDICT CoV-24,Rousettus,hasHost,Pisuviricota,Chordata
Coronavirus PREDICT CoV-24,Cynopterus,hasHost,Pisuviricota,Chordata
Coronavirus PREDICT CoV-36,Hipposideros bicolor,hasHost,Pisuviricota,Chordata
Bat coronavirus 1,Miniopterus fuliginosus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Myotis lucifugus,hasHost,Pisuviricota,Chordata
Coronavirus PREDICT CoV-30,Epomops franqueti,hasHost,Pisuviricota,Chordata
Pipistrellus bat coronavirus HKU5,Chiroptera,hasHost,Pisuviricota,Chordata
Pipistrellus bat coronavirus HKU5,Chiroptera,hasHost,Pisuviricota,Chordata
Pipistrellus bat coronavirus HKU5,Chiroptera,hasHost,Pisuviricota,Chordata
Chaerephon bat coronavirus/Kenya/KY22/2006,Micropteropus pusillus,hasHost,Pisuviricota,Chordata
Coronavirus PREDICT CoV-19,Glossophaginae,hasHost,Pisuviricota,Chordata
Coronavirus PREDICT CoV-18,Glossophaginae,hasHost,Pisuviricota,Chordata
Coronavirus Mex_CoV-11a,Artibeus lituratus,hasHost,Pisuviricota,Chordata
Coronavirus Mex_CoV-2,Carollia sowelli,hasHost,Pisuviricota,Chordata
Coronavirus Mex_CoV-1,Carollia sowelli,hasHost,Pisuviricota,Chordata
Coronavirus Mex_CoV-5b,Artibeus lituratus,hasHost,Pisuviricota,Chordata
Coronavirus Mex_CoV-5b,Artibeus lituratus,hasHost,Pisuviricota,Chordata
Coronavirus Mex_CoV-5b,Artibeus jamaicensis,hasHost,Pisuviricota,Chordata
Coronavirus Mex_CoV-5b,Artibeus lituratus,hasHost,Pisuviricota,Chordata
coronavirus Mex_CoV-11b,Artibeus lituratus,hasHost,Pisuviricota,Chordata
coronavirus Mex_CoV-11b,Dermanura phaeotis,hasHost,Pisuviricota,Chordata
Coronavirus Mex_CoV-10,Pteronotus parnellii,hasHost,Pisuviricota,Chordata
Coronavirus Mex_CoV-2,Carollia sowelli,hasHost,Pisuviricota,Chordata
Coronavirus Mex_CoV-1,Carollia perspicillata,hasHost,Pisuviricota,Chordata
Coronavirus Mex_CoV-7,Myotis velifer,hasHost,Pisuviricota,Chordata
Coronavirus Mex_CoV-8,Tadarida brasiliensis,hasHost,Pisuviricota,Chordata
Coronavirus Mex_CoV-8,Tadarida brasiliensis,hasHost,Pisuviricota,Chordata
Coronavirus Mex_CoV-8,Tadarida brasiliensis,hasHost,Pisuviricota,Chordata
Coronavirus Mex_CoV-9,Nyctinomops laticaudatus,hasHost,Pisuviricota,Chordata
Coronavirus Mex_CoV-4,Artibeus jamaicensis,hasHost,Pisuviricota,Chordata
Coronavirus Mex_CoV-1,Carollia perspicillata,hasHost,Pisuviricota,Chordata
Coronavirus Mex_CoV-5b,Carollia sowelli,hasHost,Pisuviricota,Chordata
Coronavirus Mex_CoV-5b,Artibeus jamaicensis,hasHost,Pisuviricota,Chordata
Bat coronavirus HKU10,Chiroptera,hasHost,Pisuviricota,Chordata
Bat coronavirus HKU10,Chiroptera,hasHost,Pisuviricota,Chordata
Coronavirus Mex_CoV-7,Myotis velifer,hasHost,Pisuviricota,Chordata
Coronavirus Mex_CoV-7,Myotis velifer,hasHost,Pisuviricota,Chordata
Coronavirus Mex_CoV-3,Lonchorhina aurita,hasHost,Pisuviricota,Chordata
Coronavirus Mex_CoV-1,Carollia sowelli,hasHost,Pisuviricota,Chordata
Coronavirus Mex_CoV-5a,Artibeus jamaicensis,hasHost,Pisuviricota,Chordata
Coronavirus Mex_CoV-1,Carollia sowelli,hasHost,Pisuviricota,Chordata
Coronavirus Mex_CoV-11a,Dermanura phaeotis,hasHost,Pisuviricota,Chordata
Kenya bat coronavirus/BtKY56/BtKY55,Micropteropus pusillus,hasHost,Pisuviricota,Chordata
Coronavirus PREDICT CoV-30,Rousettus aegyptiacus,hasHost,Pisuviricota,Chordata
Coronavirus PREDICT CoV-30,Rousettus aegyptiacus,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Macronycteris vittata,hasHost,Pisuviricota,Chordata
Bat coronavirus ANK047F,Pteropus rufus,hasHost,Pisuviricota,Chordata
Bat coronavirus ANK036F,Pteropus rufus,hasHost,Pisuviricota,Chordata
Bat coronavirus BEM001F,Pteropus rufus,hasHost,Pisuviricota,Chordata
Bat coronavirus ANK045F,Pteropus rufus,hasHost,Pisuviricota,Chordata
Bat coronavirus ANK011F,Pteropus rufus,hasHost,Pisuviricota,Chordata
Bat coronavirus BEM003F,Pteropus rufus,hasHost,Pisuviricota,Chordata
Coronavirus PREDICT CoV-14,Sturnira lilium,hasHost,Pisuviricota,Chordata
Coronavirus PREDICT CoV-15,Artibeus lituratus,hasHost,Pisuviricota,Chordata
Coronavirus PREDICT CoV-4,Sturnira lilium,hasHost,Pisuviricota,Chordata
Coronavirus PREDICT CoV-15,Sturnira lilium,hasHost,Pisuviricota,Chordata
Coronavirus PREDICT CoV-15,Sturnira lilium,hasHost,Pisuviricota,Chordata
Chaerephon bat coronavirus/Kenya/KY22/2006,Megaloglossus woermanni,hasHost,Pisuviricota,Chordata
Alphacoronavirus Bat-CoV/P.kuhlii/Italy/206679-3/2010,Pipistrellus kuhlii,hasHost,Pisuviricota,Chordata
Bat coronavirus,Hipposideros,hasHost,Pisuviricota,Chordata
Bat coronavirus,Hipposideros gigas,hasHost,Pisuviricota,Chordata
Bat coronavirus,Hipposideros,hasHost,Pisuviricota,Chordata
Bat coronavirus Art.lit/1816/BRA/2010,Artibeus lituratus,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros abae,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros abae,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros abae,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros abae,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros abae,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros abae,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros abae,hasHost,Pisuviricota,Chordata
Human coronavirus 229E,Hipposideros abae,hasHost,Pisuviricota,Chordata
Bat coronavirus,Eidolon helvum,hasHost,Pisuviricota,Chordata
Alphacoronavirus BtCoV/MSTM6/Min_nat/RSA/2010,Miniopterus natalensis,hasHost,Pisuviricota,Chordata
Alphacoronavirus BtCoV/MSTM2/Min_nat/RSA/2010,Miniopterus natalensis,hasHost,Pisuviricota,Chordata
Alphacoronavirus Pipistrellus kuhlii/Italy/206679-3/2010,Pipistrellus kuhlii,hasHost,Pisuviricota,Chordata
Alphacoronavirus Pipistrellus kuhlii/Italy/206645-41/2010,Pipistrellus kuhlii,hasHost,Pisuviricota,Chordata
Betacoronavirus Nyctalus noctula/Italy/206679-5/2010,Nyctalus noctula,hasHost,Pisuviricota,Chordata
Bat coronavirus M.rufus28/Brazil/2010,Molossus rufus,hasHost,Pisuviricota,Chordata
Alphacoronavirus Perimyotis subflavus,Perimyotis subflavus,hasHost,Pisuviricota,Chordata
Alphacoronavirus Perimyotis subflavus,Perimyotis subflavus,hasHost,Pisuviricota,Chordata
Alphacoronavirus Eptesicus fuscus,Eptesicus fuscus,hasHost,Pisuviricota,Chordata
Coronavirus BtCoV/KCR372/Car_per/CRC/2010,Carollia perspicillata,hasHost,Pisuviricota,Chordata
Coronavirus BtCoV/KCR216/Car_per/CRC/2010,Carollia perspicillata,hasHost,Pisuviricota,Chordata
Coronavirus BtCoV/KCR90/Car_per/CRC/2010,Carollia perspicillata,hasHost,Pisuviricota,Chordata
Coronavirus BtCoV/KCR91/Car_per/CRC/2010,Carollia perspicillata,hasHost,Pisuviricota,Chordata
Coronavirus BtCoV/KCR252/Car_per/CRC/2010,Carollia perspicillata,hasHost,Pisuviricota,Chordata
Coronavirus BtCoV/KCR253/Car_per/CRC/2010,Carollia perspicillata,hasHost,Pisuviricota,Chordata
Coronavirus BtCoV/KP534/Art_lit/PAN/2010,Artibeus lituratus,hasHost,Pisuviricota,Chordata
Coronavirus BtCoV/KP565/Art_jam/PAN/2010,Artibeus jamaicensis,hasHost,Pisuviricota,Chordata
Coronavirus BtCoV/KP524/Art_jam/PAN/2010,Artibeus jamaicensis,hasHost,Pisuviricota,Chordata
Coronavirus BtCoV/KP256/Art_jam/PAN/2010,Artibeus jamaicensis,hasHost,Pisuviricota,Chordata
Coronavirus BtCoV/KCR230/Pte_par/CRC/2010,Pteronotus parnellii,hasHost,Pisuviricota,Chordata
Coronavirus BtCoV/KCR24/Ano_geo/CRC/2010,Anoura geoffroyi,hasHost,Pisuviricota,Chordata
Coronavirus BtCoV/KCR293/Ano_geo/CRC/2010,Anoura geoffroyi,hasHost,Pisuviricota,Chordata
Coronavirus BtCoV/KCR291/Ano_geo/CRC/2010,Anoura geoffroyi,hasHost,Pisuviricota,Chordata
Coronavirus BtCoV/KCR289/Ano_geo/CRC/2010,Anoura geoffroyi,hasHost,Pisuviricota,Chordata
Bat coronavirus 2231/Philippines/2010,Hipposideros diadema,hasHost,Pisuviricota,Chordata
Bat coronavirus 2265/Philippines/2010,Ptenochirus jagori,hasHost,Pisuviricota,Chordata
Bat coronavirus M.ful/Japan/04/2010,Miniopterus fuliginosus,hasHost,Pisuviricota,Chordata
Bat coronavirus,Molossus molossus,hasHost,Pisuviricota,Chordata
Bat coronavirus Gabon/391/2009,Hipposideros caffer,hasHost,Pisuviricota,Chordata
Bat coronavirus Gabon/390/2009,Hipposideros caffer,hasHost,Pisuviricota,Chordata
Bat coronavirus Gabon/292/2009,Hipposideros caffer,hasHost,Pisuviricota,Chordata
Rousettus bat coronavirus HKU9,Rousettus,hasHost,Pisuviricota,Chordata
Alphacoronavirus Trinidad/1FY2BA/2007,Carollia perspicillata,hasHost,Pisuviricota,Chordata
Alphacoronavirus Trinidad/1FY2BA/2007,Carollia perspicillata,hasHost,Pisuviricota,Chordata
Coronavirus PREDICT CoV-13,Glossophaga soricina,hasHost,Pisuviricota,Chordata
Alphacoronavirus Trinidad/1FY2BA/2007,Carollia perspicillata,hasHost,Pisuviricota,Chordata
